Academic discipline	1895	3	3
Academic discipline	1897	1	1
Academic discipline	1900	1	1
Academic discipline	1904	3	3
Academic discipline	1907	3	1
Academic discipline	1909	2	2
Academic discipline	1910	1	1
Academic discipline	1911	1	1
Academic discipline	1912	1	1
Academic discipline	1913	1	1
Academic discipline	1914	4	4
Academic discipline	1919	1	1
Academic discipline	1920	5	5
Academic discipline	1921	2	2
Academic discipline	1922	4	4
Academic discipline	1926	3	3
Academic discipline	1929	2	2
Academic discipline	1930	1	1
Academic discipline	1932	1	1
Academic discipline	1935	1	1
Academic discipline	1936	1	1
Academic discipline	1937	3	3
Academic discipline	1939	2	2
Academic discipline	1940	1	1
Academic discipline	1941	1	1
Academic discipline	1944	1	1
Academic discipline	1947	1	1
Academic discipline	1948	3	3
Academic discipline	1949	1	1
Academic discipline	1951	1	1
Academic discipline	1952	3	1
Academic discipline	1953	1	1
Academic discipline	1954	4	4
Academic discipline	1955	1	1
Academic discipline	1956	1	1
Academic discipline	1957	8	8
Academic discipline	1959	15	4
Academic discipline	1961	3	3
Academic discipline	1962	8	8
Academic discipline	1963	2	2
Academic discipline	1964	5	5
Academic discipline	1965	3	3
Academic discipline	1966	4	3
Academic discipline	1967	5	5
Academic discipline	1968	4	4
Academic discipline	1969	6	5
Academic discipline	1970	9	9
Academic discipline	1971	1	1
Academic discipline	1972	8	8
Academic discipline	1973	2	2
Academic discipline	1974	9	9
Academic discipline	1975	26	24
Academic discipline	1976	9	8
Academic discipline	1977	21	16
Academic discipline	1978	8	8
Academic discipline	1979	8	8
Academic discipline	1980	8	8
Academic discipline	1981	11	9
Academic discipline	1982	8	6
Academic discipline	1983	5	5
Academic discipline	1984	10	10
Academic discipline	1985	6	6
Academic discipline	1986	7	7
Academic discipline	1987	6	6
Academic discipline	1988	10	9
Academic discipline	1989	10	9
Academic discipline	1990	9	9
Academic discipline	1991	14	14
Academic discipline	1992	15	14
Academic discipline	1993	17	15
Academic discipline	1994	1	1
Academic discipline	1995	17	15
Academic discipline	1996	17	14
Academic discipline	1997	23	22
Academic discipline	1998	15	12
Academic discipline	1999	21	15
Academic discipline	2000	27	22
Academic discipline	2001	17	16
Academic discipline	2002	13	12
Academic discipline	2003	32	28
Academic discipline	2004	38	25
Academic discipline	2005	45	38
Academic discipline	2006	38	31
Academic discipline	2007	34	26
Academic discipline	2008	33	31
ACTIVE YEARS	1849	1	1
ACTIVE YEARS	1857	2	2
ACTIVE YEARS	1883	1	1
ACTIVE YEARS	1884	3	2
ACTIVE YEARS	1885	1	1
ACTIVE YEARS	1936	2	2
ACTIVE YEARS	1953	2	2
ACTIVE YEARS	1961	6	3
ACTIVE YEARS	1964	1	1
ACTIVE YEARS	1966	2	1
ACTIVE YEARS	1970	4	3
ACTIVE YEARS	1972	9	9
ACTIVE YEARS	1976	2	2
ACTIVE YEARS	1982	2	1
ACTIVE YEARS	1983	4	4
ACTIVE YEARS	1986	2	2
ACTIVE YEARS	1987	2	2
ACTIVE YEARS	1989	101	3
ACTIVE YEARS	1990	9	4
ACTIVE YEARS	1991	5	2
ACTIVE YEARS	1993	2	2
ACTIVE YEARS	1996	3	2
ACTIVE YEARS	1999	4	4
ACTIVE YEARS	2000	1	1
ACTIVE YEARS	2003	2	1
ACTIVE YEARS	2004	2	1
ACTIVE YEARS	2005	3	3
ACTIVE YEARS	2006	1	1
ACTIVE YEARS	2007	1	1
Active Years	1883	1	1
Active Years	1884	1	1
Active Years	1885	2	2
Active Years	1905	1	1
Active Years	1906	1	1
Active Years	1917	5	2
Active Years	1924	1	1
Active Years	1926	1	1
Active Years	1933	1	1
Active Years	1938	3	2
Active Years	1946	1	1
Active Years	1953	3	2
Active Years	1955	1	1
Active Years	1957	1	1
Active Years	1958	3	1
Active Years	1959	1	1
Active Years	1965	1	1
Active Years	1967	3	3
Active Years	1968	10	5
Active Years	1969	1	1
Active Years	1970	8	5
Active Years	1972	22	12
Active Years	1973	2	2
Active Years	1975	3	3
Active Years	1976	5	5
Active Years	1977	25	15
Active Years	1978	2	1
Active Years	1979	3	3
Active Years	1980	10	6
Active Years	1981	7	5
Active Years	1982	6	3
Active Years	1983	5	5
Active Years	1984	2	2
Active Years	1985	4	4
Active Years	1986	2	1
Active Years	1988	1	1
Active Years	1989	8	4
Active Years	1990	12	5
Active Years	1991	5	3
Active Years	1992	11	6
Active Years	1993	5	3
Active Years	1994	3	3
Active Years	1995	4	3
Active Years	1996	4	4
Active Years	1997	9	2
Active Years	1998	2	2
Active Years	1999	13	9
Active Years	2000	5	4
Active Years	2001	63	3
Active Years	2002	2	1
Active Years	2003	4	1
Active Years	2004	5	3
Active Years	2005	4	4
Active Years	2006	5	3
Active Years	2007	17	8
Active Years	2008	13	5
Academic Discipline	1823	1	1
Academic Discipline	1827	7	7
Academic Discipline	1830	1	1
Academic Discipline	1873	1	1
Academic Discipline	1889	2	2
Academic Discipline	1902	3	3
Academic Discipline	1906	3	3
Academic Discipline	1908	2	2
Academic Discipline	1931	2	2
Academic Discipline	1932	4	3
Academic Discipline	1933	7	7
Academic Discipline	1935	6	3
Academic Discipline	1938	6	2
Academic Discipline	1939	3	1
Academic Discipline	1943	1	1
Academic Discipline	1946	1	1
Academic Discipline	1949	5	5
Academic Discipline	1950	1	1
Academic Discipline	1951	2	2
Academic Discipline	1952	3	2
Academic Discipline	1953	7	7
Academic Discipline	1954	7	5
Academic Discipline	1955	4	2
Academic Discipline	1956	2	2
Academic Discipline	1957	7	3
Academic Discipline	1958	16	7
Academic Discipline	1959	7	4
Academic Discipline	1960	6	6
Academic Discipline	1961	26	7
Academic Discipline	1962	15	8
Academic Discipline	1963	15	9
Academic Discipline	1964	10	9
Academic Discipline	1965	22	15
Academic Discipline	1966	14	8
Academic Discipline	1967	21	8
Academic Discipline	1968	24	16
Academic Discipline	1969	49	31
Academic Discipline	1970	24	19
Academic Discipline	1971	65	28
Academic Discipline	1972	50	20
Academic Discipline	1973	42	26
Academic Discipline	1974	19	12
Academic Discipline	1975	56	21
Academic Discipline	1976	35	27
Academic Discipline	1977	32	25
Academic Discipline	1978	90	58
Academic Discipline	1979	62	44
Academic Discipline	1980	52	36
Academic Discipline	1981	53	32
Academic Discipline	1982	65	47
Academic Discipline	1983	78	36
Academic Discipline	1984	55	43
Academic Discipline	1985	77	52
Academic Discipline	1986	95	73
Academic Discipline	1987	81	51
Academic Discipline	1988	73	53
Academic Discipline	1989	107	72
Academic Discipline	1990	86	66
Academic Discipline	1991	82	58
Academic Discipline	1992	105	69
Academic Discipline	1993	79	53
Academic Discipline	1994	102	67
Academic Discipline	1995	145	85
Academic Discipline	1996	134	90
Academic Discipline	1997	203	128
Academic Discipline	1998	147	104
Academic Discipline	1999	185	118
Academic Discipline	2000	189	136
Academic Discipline	2001	163	116
Academic Discipline	2002	203	112
Academic Discipline	2003	190	113
Academic Discipline	2004	164	123
Academic Discipline	2005	199	118
Academic Discipline	2006	263	154
Academic Discipline	2007	244	164
Academic Discipline	2008	249	139
academic discipline.1_NOUN	1861	3	3
academic discipline.1_NOUN	1862	2	2
academic discipline.1_NOUN	1870	2	2
academic discipline.1_NOUN	1880	1	1
academic discipline.1_NOUN	1881	1	1
academic discipline.1_NOUN	1889	1	1
academic discipline.1_NOUN	1903	1	1
academic discipline.1_NOUN	1946	2	2
academic discipline.1_NOUN	1947	1	1
academic discipline.1_NOUN	1949	1	1
academic discipline.1_NOUN	1955	1	1
academic discipline.1_NOUN	1964	1	1
academic discipline.1_NOUN	1966	1	1
academic discipline.1_NOUN	1970	2	2
academic discipline.1_NOUN	1972	1	1
academic discipline.1_NOUN	1974	1	1
academic discipline.1_NOUN	1976	1	1
academic discipline.1_NOUN	1977	2	2
academic discipline.1_NOUN	1982	1	1
academic discipline.1_NOUN	1987	1	1
academic discipline.1_NOUN	1988	1	1
academic discipline.1_NOUN	1991	3	3
academic discipline.1_NOUN	1992	2	2
academic discipline.1_NOUN	1994	8	8
academic discipline.1_NOUN	1997	2	2
academic discipline.1_NOUN	1998	1	1
academic discipline.1_NOUN	1999	4	4
academic discipline.1_NOUN	2000	1	1
academic discipline.1_NOUN	2001	1	1
academic discipline.1_NOUN	2002	2	2
academic discipline.1_NOUN	2003	5	5
academic discipline.1_NOUN	2004	2	2
academic discipline.1_NOUN	2005	2	2
academic discipline.1_NOUN	2006	7	7
academic discipline.1_NOUN	2008	1	1
ACADEMIC DISCIPLINE	1827	3	3
ACADEMIC DISCIPLINE	1830	5	3
ACADEMIC DISCIPLINE	1851	1	1
ACADEMIC DISCIPLINE	1874	4	4
ACADEMIC DISCIPLINE	1876	20	11
ACADEMIC DISCIPLINE	1886	1	1
ACADEMIC DISCIPLINE	1939	2	1
ACADEMIC DISCIPLINE	1945	1	1
ACADEMIC DISCIPLINE	1947	1	1
ACADEMIC DISCIPLINE	1949	4	3
ACADEMIC DISCIPLINE	1951	3	2
ACADEMIC DISCIPLINE	1956	8	2
ACADEMIC DISCIPLINE	1957	2	2
ACADEMIC DISCIPLINE	1960	2	2
ACADEMIC DISCIPLINE	1961	2	2
ACADEMIC DISCIPLINE	1963	8	4
ACADEMIC DISCIPLINE	1965	2	1
ACADEMIC DISCIPLINE	1966	3	2
ACADEMIC DISCIPLINE	1969	6	4
ACADEMIC DISCIPLINE	1970	10	4
ACADEMIC DISCIPLINE	1971	10	9
ACADEMIC DISCIPLINE	1972	4	4
ACADEMIC DISCIPLINE	1973	11	6
ACADEMIC DISCIPLINE	1974	2	2
ACADEMIC DISCIPLINE	1975	5	3
ACADEMIC DISCIPLINE	1976	6	6
ACADEMIC DISCIPLINE	1977	4	3
ACADEMIC DISCIPLINE	1978	1	1
ACADEMIC DISCIPLINE	1979	7	4
ACADEMIC DISCIPLINE	1980	2	2
ACADEMIC DISCIPLINE	1981	3	3
ACADEMIC DISCIPLINE	1982	8	7
ACADEMIC DISCIPLINE	1983	8	5
ACADEMIC DISCIPLINE	1984	3	3
ACADEMIC DISCIPLINE	1985	8	7
ACADEMIC DISCIPLINE	1986	4	3
ACADEMIC DISCIPLINE	1987	7	7
ACADEMIC DISCIPLINE	1988	13	7
ACADEMIC DISCIPLINE	1989	9	9
ACADEMIC DISCIPLINE	1990	6	4
ACADEMIC DISCIPLINE	1991	8	7
ACADEMIC DISCIPLINE	1992	6	5
ACADEMIC DISCIPLINE	1993	9	7
ACADEMIC DISCIPLINE	1994	14	8
ACADEMIC DISCIPLINE	1995	12	8
ACADEMIC DISCIPLINE	1996	2	2
ACADEMIC DISCIPLINE	1997	14	13
ACADEMIC DISCIPLINE	1998	13	12
ACADEMIC DISCIPLINE	1999	4	3
ACADEMIC DISCIPLINE	2000	7	5
ACADEMIC DISCIPLINE	2001	4	3
ACADEMIC DISCIPLINE	2002	10	8
ACADEMIC DISCIPLINE	2003	19	14
ACADEMIC DISCIPLINE	2004	16	16
ACADEMIC DISCIPLINE	2005	6	6
ACADEMIC DISCIPLINE	2006	12	11
ACADEMIC DISCIPLINE	2007	39	21
ACADEMIC DISCIPLINE	2008	16	14
academic discipline	1790	7	2
academic discipline	1801	1	1
academic discipline	1803	2	2
academic discipline	1805	1	1
academic discipline	1807	2	2
academic discipline	1809	2	2
academic discipline	1810	3	1
academic discipline	1811	1	1
academic discipline	1812	1	1
academic discipline	1813	1	1
academic discipline	1815	5	5
academic discipline	1816	3	3
academic discipline	1817	6	6
academic discipline	1818	3	2
academic discipline	1819	3	3
academic discipline	1820	2	1
academic discipline	1822	10	6
academic discipline	1823	7	4
academic discipline	1824	4	4
academic discipline	1826	3	3
academic discipline	1827	3	3
academic discipline	1829	2	2
academic discipline	1831	1	1
academic discipline	1832	6	6
academic discipline	1833	2	2
academic discipline	1834	6	6
academic discipline	1835	6	6
academic discipline	1836	11	11
academic discipline	1837	3	3
academic discipline	1838	9	9
academic discipline	1839	4	4
academic discipline	1840	12	10
academic discipline	1841	5	5
academic discipline	1842	11	11
academic discipline	1843	59	40
academic discipline	1844	5	5
academic discipline	1845	4	4
academic discipline	1846	7	7
academic discipline	1847	20	16
academic discipline	1848	6	6
academic discipline	1849	13	13
academic discipline	1850	9	9
academic discipline	1851	19	17
academic discipline	1852	20	20
academic discipline	1853	2	2
academic discipline	1854	9	9
academic discipline	1855	9	9
academic discipline	1856	16	16
academic discipline	1857	9	9
academic discipline	1858	4	4
academic discipline	1859	9	9
academic discipline	1860	11	11
academic discipline	1861	12	12
academic discipline	1862	5	5
academic discipline	1863	10	10
academic discipline	1864	4	4
academic discipline	1865	17	13
academic discipline	1866	7	7
academic discipline	1867	6	6
academic discipline	1868	14	12
academic discipline	1869	6	6
academic discipline	1870	3	3
academic discipline	1871	23	11
academic discipline	1872	6	6
academic discipline	1873	21	21
academic discipline	1874	10	10
academic discipline	1875	10	9
academic discipline	1876	7	6
academic discipline	1877	6	6
academic discipline	1878	10	8
academic discipline	1879	6	6
academic discipline	1880	3	3
academic discipline	1881	13	9
academic discipline	1882	11	9
academic discipline	1883	12	12
academic discipline	1884	10	10
academic discipline	1885	13	12
academic discipline	1886	9	9
academic discipline	1887	12	12
academic discipline	1888	6	6
academic discipline	1889	14	11
academic discipline	1890	15	15
academic discipline	1891	10	10
academic discipline	1892	18	18
academic discipline	1893	28	22
academic discipline	1894	18	18
academic discipline	1895	22	21
academic discipline	1896	9	9
academic discipline	1897	23	23
academic discipline	1898	22	22
academic discipline	1899	13	13
academic discipline	1900	24	24
academic discipline	1901	18	17
academic discipline	1902	22	22
academic discipline	1903	9	8
academic discipline	1904	59	35
academic discipline	1905	16	16
academic discipline	1906	18	16
academic discipline	1907	25	21
academic discipline	1908	15	12
academic discipline	1909	14	13
academic discipline	1910	30	27
academic discipline	1911	31	28
academic discipline	1912	29	29
academic discipline	1913	34	15
academic discipline	1914	42	27
academic discipline	1915	20	20
academic discipline	1916	12	12
academic discipline	1917	14	11
academic discipline	1918	22	22
academic discipline	1919	11	11
academic discipline	1920	22	22
academic discipline	1921	54	34
academic discipline	1922	18	14
academic discipline	1923	19	15
academic discipline	1924	35	27
academic discipline	1925	13	13
academic discipline	1926	21	21
academic discipline	1927	26	24
academic discipline	1928	30	30
academic discipline	1929	17	15
academic discipline	1930	34	34
academic discipline	1931	16	16
academic discipline	1932	21	14
academic discipline	1933	25	23
academic discipline	1934	43	43
academic discipline	1935	39	32
academic discipline	1936	36	31
academic discipline	1937	28	25
academic discipline	1938	45	36
academic discipline	1939	53	47
academic discipline	1940	25	22
academic discipline	1941	27	26
academic discipline	1942	51	42
academic discipline	1943	28	14
academic discipline	1944	31	29
academic discipline	1945	40	32
academic discipline	1946	53	47
academic discipline	1947	55	51
academic discipline	1948	55	47
academic discipline	1949	96	71
academic discipline	1950	85	74
academic discipline	1951	104	61
academic discipline	1952	64	49
academic discipline	1953	126	107
academic discipline	1954	123	73
academic discipline	1955	107	96
academic discipline	1956	142	111
academic discipline	1957	200	139
academic discipline	1958	249	119
academic discipline	1959	259	173
academic discipline	1960	303	222
academic discipline	1961	333	234
academic discipline	1962	495	269
academic discipline	1963	472	338
academic discipline	1964	485	347
academic discipline	1965	646	423
academic discipline	1966	545	403
academic discipline	1967	724	475
academic discipline	1968	691	476
academic discipline	1969	921	657
academic discipline	1970	983	634
academic discipline	1971	1004	704
academic discipline	1972	1117	722
academic discipline	1973	1007	718
academic discipline	1974	925	644
academic discipline	1975	1145	768
academic discipline	1976	996	717
academic discipline	1977	1224	818
academic discipline	1978	1176	786
academic discipline	1979	1169	827
academic discipline	1980	1238	829
academic discipline	1981	1266	846
academic discipline	1982	1359	904
academic discipline	1983	1387	895
academic discipline	1984	1430	952
academic discipline	1985	1623	1039
academic discipline	1986	1653	1084
academic discipline	1987	1720	1193
academic discipline	1988	1881	1241
academic discipline	1989	2025	1262
academic discipline	1990	2207	1511
academic discipline	1991	2311	1489
academic discipline	1992	2524	1607
academic discipline	1993	2748	1681
academic discipline	1994	2780	1797
academic discipline	1995	2948	1853
academic discipline	1996	3504	2185
academic discipline	1997	3520	2228
academic discipline	1998	3712	2373
academic discipline	1999	4153	2377
academic discipline	2000	4665	2839
academic discipline	2001	4528	2713
academic discipline	2002	5220	3136
academic discipline	2003	5277	3080
academic discipline	2004	5579	3344
academic discipline	2005	5633	3320
academic discipline	2006	5936	3507
academic discipline	2007	6035	3561
academic discipline	2008	5360	3177
Alma Mater	1574	1	1
Alma Mater	1579	1	1
Alma Mater	1637	1	1
Alma Mater	1701	1	1
Alma Mater	1702	1	1
Alma Mater	1709	1	1
Alma Mater	1710	2	2
Alma Mater	1713	1	1
Alma Mater	1728	1	1
Alma Mater	1730	1	1
Alma Mater	1734	1	1
Alma Mater	1735	2	2
Alma Mater	1739	1	1
Alma Mater	1741	1	1
Alma Mater	1742	1	1
Alma Mater	1743	5	3
Alma Mater	1744	2	2
Alma Mater	1746	3	1
Alma Mater	1747	1	1
Alma Mater	1749	2	2
Alma Mater	1750	5	4
Alma Mater	1751	6	6
Alma Mater	1752	3	2
Alma Mater	1754	5	4
Alma Mater	1755	3	3
Alma Mater	1756	1	1
Alma Mater	1758	1	1
Alma Mater	1759	6	1
Alma Mater	1763	1	1
Alma Mater	1764	2	1
Alma Mater	1767	3	3
Alma Mater	1768	5	5
Alma Mater	1769	2	2
Alma Mater	1770	2	2
Alma Mater	1771	3	2
Alma Mater	1772	4	4
Alma Mater	1773	2	1
Alma Mater	1774	2	2
Alma Mater	1775	2	1
Alma Mater	1776	1	1
Alma Mater	1777	4	4
Alma Mater	1778	1	1
Alma Mater	1781	1	1
Alma Mater	1782	1	1
Alma Mater	1784	4	4
Alma Mater	1785	1	1
Alma Mater	1787	3	3
Alma Mater	1788	2	2
Alma Mater	1790	3	3
Alma Mater	1791	6	3
Alma Mater	1792	4	2
Alma Mater	1793	1	1
Alma Mater	1794	4	4
Alma Mater	1796	3	3
Alma Mater	1797	5	4
Alma Mater	1798	4	4
Alma Mater	1799	8	6
Alma Mater	1800	9	1
Alma Mater	1801	14	14
Alma Mater	1802	11	9
Alma Mater	1803	7	7
Alma Mater	1804	41	20
Alma Mater	1805	8	7
Alma Mater	1806	11	9
Alma Mater	1807	22	18
Alma Mater	1808	31	27
Alma Mater	1809	18	18
Alma Mater	1810	26	26
Alma Mater	1811	37	27
Alma Mater	1812	60	50
Alma Mater	1813	23	19
Alma Mater	1814	99	30
Alma Mater	1815	14	9
Alma Mater	1816	22	18
Alma Mater	1817	56	31
Alma Mater	1818	28	22
Alma Mater	1819	32	29
Alma Mater	1820	40	30
Alma Mater	1821	28	19
Alma Mater	1822	39	31
Alma Mater	1823	62	47
Alma Mater	1824	93	65
Alma Mater	1825	67	49
Alma Mater	1826	64	52
Alma Mater	1827	88	62
Alma Mater	1828	79	61
Alma Mater	1829	57	42
Alma Mater	1830	90	67
Alma Mater	1831	51	37
Alma Mater	1832	72	41
Alma Mater	1833	89	59
Alma Mater	1834	58	55
Alma Mater	1835	88	50
Alma Mater	1836	160	99
Alma Mater	1837	87	69
Alma Mater	1838	69	63
Alma Mater	1839	90	71
Alma Mater	1840	282	67
Alma Mater	1841	83	75
Alma Mater	1842	107	78
Alma Mater	1843	152	80
Alma Mater	1844	112	90
Alma Mater	1845	102	72
Alma Mater	1846	197	92
Alma Mater	1847	167	83
Alma Mater	1848	108	86
Alma Mater	1849	200	90
Alma Mater	1850	227	128
Alma Mater	1851	377	131
Alma Mater	1852	292	137
Alma Mater	1853	226	139
Alma Mater	1854	215	133
Alma Mater	1855	216	134
Alma Mater	1856	551	175
Alma Mater	1857	241	129
Alma Mater	1858	186	115
Alma Mater	1859	415	161
Alma Mater	1860	317	166
Alma Mater	1861	216	126
Alma Mater	1862	177	115
Alma Mater	1863	137	92
Alma Mater	1864	145	97
Alma Mater	1865	228	95
Alma Mater	1866	220	129
Alma Mater	1867	249	146
Alma Mater	1868	226	129
Alma Mater	1869	209	111
Alma Mater	1870	272	116
Alma Mater	1871	616	164
Alma Mater	1872	301	164
Alma Mater	1873	370	175
Alma Mater	1874	244	154
Alma Mater	1875	230	161
Alma Mater	1876	274	170
Alma Mater	1877	366	144
